INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,PRES,TEMP
375,T,231128,225456,48.208630N,17.247116E,126,118.9,61,986.3,28 
376,T,231128,225458,48.208900N,17.247913E,126,118.7,62,986.3,28 
377,T,231128,225500,48.209167N,17.248707E,126,118.5,63,986.3,28 
378,T,231128,225502,48.209427N,17.249498E,127,117.5,63,986.2,28 
379,T,231128,225504,48.209675N,17.250294E,127,117.3,65,986.3,28 
380,T,231128,225506,48.209911N,17.251095E,128,117.0,65,986.5,28 
381,T,231128,225508,48.210152N,17.251888E,129,116.8,65,986.3,28 
382,T,231128,225510,48.210392N,17.252684E,130,116.6,65,985.8,28 
383,T,231128,225512,48.210621N,17.253487E,131,116.3,67,986.3,28 
384,T,231128,225514,48.210842N,17.254292E,132,117.1,67,986.1,28 
385,T,231128,225516,48.211060N,17.255096E,132,116.7,67,986.3,28 
386,T,231128,225518,48.211273N,17.255901E,131,116.9,68,986.3,28 
387,T,231128,225520,48.211472N,17.256704E,131,115.6,69,985.8,28 
388,T,231128,225522,48.211666N,17.257504E,129,115.5,69,986.4,28 
389,T,231128,225524,48.211861N,17.258301E,129,115.5,70,986.2,28 
390,T,231128,225526,48.212040N,17.259102E,129,114.5,71,986.1,28 
391,T,231128,225528,48.212219N,17.259918E,129,115.1,71,985.9,28 
392,T,231128,225530,48.212391N,17.260744E,130,115.1,72,986.0,28 
393,T,231128,225532,48.212566N,17.261574E,131,115.7,72,986.0,28 
394,T,231128,225534,48.212730N,17.262417E,132,116.1,73,985.9,28 
395,T,231128,225536,48.212879N,17.263252E,134,116.4,74,985.8,28 
396,T,231128,225538,48.213028N,17.264095E,134,116.5,74,985.9,28 
397,T,231128,225540,48.213169N,17.264942E,134,117.1,75,985.7,28 
398,T,231128,225542,48.213299N,17.265791E,135,116.9,76,985.6,28 
399,T,231128,225544,48.213428N,17.266649E,136,117.9,77,985.6,28 
400,T,231128,225546,48.213547N,17.267509E,137,117.1,78,985.5,28 
401,T,231128,225548,48.213665N,17.268360E,137,117.6,78,985.5,28 
402,T,231128,225550,48.213783N,17.269232E,138,119.7,78,985.5,28 
403,T,231128,225552,48.213898N,17.270115E,139,119.6,79,985.3,28 
404,T,231128,225554,48.213982N,17.270975E,139,119.9,80,985.4,28 
405,T,231128,225556,48.214073N,17.271864E,140,120.5,80,985.4,28 
406,T,231128,225558,48.214165N,17.272757E,140,120.5,81,985.3,28 
407,T,231128,225600,48.214252N,17.273649E,141,120.2,81,985.2,28 
408,T,231128,225602,48.214333N,17.274544E,141,120.4,82,985.2,28 
409,T,231128,225604,48.214409N,17.275436E,142,119.3,82,985.0,28 
410,T,231128,225606,48.214481N,17.276316E,142,118.6,83,985.1,28 
411,T,231128,225608,48.214542N,17.277197E,143,118.2,83,985.1,28 
412,T,231128,225610,48.214600N,17.278070E,143,117.4,84,985.2,28 
413,T,231128,225612,48.214661N,17.278948E,143,117.1,85,985.0,28 
414,T,231128,225614,48.214725N,17.279833E,144,116.8,86,985.0,28 
415,T,231128,225616,48.214760N,17.280710E,146,117.2,87,985.1,28 
416,T,231128,225618,48.214779N,17.281590E,146,118.0,87,985.2,28 
417,T,231128,225620,48.214809N,17.282471E,146,116.3,87,985.1,28 
418,T,231128,225622,48.214825N,17.283340E,147,116.5,88,985.0,28 
419,T,231128,225624,48.214836N,17.284218E,147,116.8,89,985.0,28 
420,T,231128,225626,48.214844N,17.285089E,148,116.5,89,985.0,28 
421,T,231128,225628,48.214851N,17.285963E,148,116.5,88,985.0,28 
422,T,231128,225630,48.214863N,17.286833E,149,116.0,88,985.1,28 
423,T,231128,225632,48.214859N,17.287683E,149,115.5,88,984.7,28 
424,T,231128,225634,48.214848N,17.288542E,150,116.1,89,984.6,28 
425,T,231128,225636,48.214832N,17.289404E,150,115.7,91,985.2,28 
426,T,231128,225638,48.214825N,17.290266E,149,115.3,91,985.0,28 
427,T,231128,225640,48.214809N,17.291122E,149,114.8,91,984.9,28 
428,T,231128,225642,48.214783N,17.291981E,148,115.5,92,984.9,28 
429,T,231128,225644,48.214764N,17.292845E,147,115.3,90,985.2,28 
430,T,231128,225646,48.214756N,17.293711E,146,115.8,91,985.1,28 
431,T,231128,225648,48.214737N,17.294579E,145,116.3,91,985.1,28 
432,T,231128,225650,48.214722N,17.295454E,145,117.5,92,985.2,28 
433,T,231128,225652,48.214695N,17.296333E,145,118.1,92,985.2,28 
434,T,231128,225654,48.214680N,17.297215E,144,118.1,91,985.3,28 
435,T,231128,225656,48.214661N,17.298090E,144,118.1,91,985.3,28 
436,T,231128,225658,48.214642N,17.298964E,143,117.7,92,985.3,28 
437,T,231128,225700,48.214619N,17.299845E,142,117.8,92,985.4,28 
438,T,231128,225702,48.214596N,17.300724E,142,117.4,91,985.4,28 
439,T,231128,225704,48.214581N,17.301605E,141,118.8,91,985.4,28 
440,T,231128,225706,48.214565N,17.302488E,141,118.8,91,985.3,28 
441,T,231128,225708,48.214535N,17.303366E,141,118.7,92,985.5,28 
442,T,231128,225710,48.214516N,17.304249E,140,118.7,91,985.4,28 
443,T,231128,225712,48.214500N,17.305141E,140,119.6,91,985.5,28 
444,T,231128,225714,48.214489N,17.306038E,139,119.5,90,985.5,28 
445,T,231128,225716,48.214481N,17.306938E,139,121.2,89,985.5,28 
446,T,231128,225718,48.214481N,17.307837E,138,120.4,89,985.6,28 
447,T,231128,225720,48.214485N,17.308737E,138,120.9,89,985.5,28 
448,T,231128,225722,48.214497N,17.309633E,138,120.7,88,985.6,28 
449,T,231128,225724,48.214508N,17.310524E,137,120.6,88,985.6,28 
450,T,231128,225726,48.214527N,17.311419E,137,120.4,87,985.6,28 
451,T,231128,225728,48.214554N,17.312309E,136,120.2,86,985.6,28 
452,T,231128,225730,48.214584N,17.313190E,135,117.8,86,985.6,28 
453,T,231128,225732,48.214622N,17.314066E,135,117.5,85,985.8,28 
454,T,231128,225734,48.214680N,17.314947E,134,118.6,84,985.7,28 
455,T,231128,225736,48.214748N,17.315828E,134,118.4,82,985.6,28 
456,T,231128,225738,48.214821N,17.316706E,134,117.4,82,985.6,28 
457,T,231128,225740,48.214905N,17.317577E,133,117.6,82,985.6,28 
458,T,231128,225742,48.214993N,17.318451E,132,117.2,80,985.6,28 
459,T,231128,225744,48.215096N,17.319311E,132,116.8,79,985.7,28 
460,T,231128,225746,48.215218N,17.320175E,132,117.0,78,985.6,28 
461,T,231128,225748,48.215347N,17.321035E,132,117.3,77,985.6,28 
462,T,231128,225750,48.215481N,17.321890E,132,117.0,76,985.5,28 
463,T,231128,225752,48.215618N,17.322739E,132,116.4,75,985.6,28 
464,T,231128,225754,48.215771N,17.323582E,132,116.6,74,985.6,28 
465,T,231128,225756,48.215931N,17.324430E,132,118.6,74,985.5,28 
466,T,231128,225758,48.216110N,17.325300E,132,124.1,73,985.4,28 
467,T,231128,225800,48.216305N,17.326210E,133,129.6,71,985.4,28 
468,T,231128,225802,48.216515N,17.327160E,134,135.3,71,985.3,28 
469,T,231128,225804,48.216751N,17.328152E,133,141.8,69,985.3,28 
470,T,231128,225806,48.217010N,17.329176E,133,146.4,68,985.1,28 
471,T,231128,225808,48.217285N,17.330215E,133,148.1,67,985.1,28 
472,T,231128,225810,48.217571N,17.331245E,133,149.4,65,985.1,28 
473,T,231128,225812,48.217873N,17.332232E,133,141.0,65,985.1,28 
474,T,231128,225814,48.218170N,17.333174E,133,136.4,63,985.1,28 
475,T,231128,225816,48.218483N,17.334070E,132,133.2,61,985.2,28 
476,T,231128,225818,48.218800N,17.334932E,131,129.9,61,985.1,28 
477,T,231128,225820,48.219097N,17.335764E,131,125.8,61,985.4,28 
478,T,231128,225822,48.219398N,17.336580E,130,124.3,60,985.2,28 
479,T,231128,225824,48.219711N,17.337383E,130,123.9,59,985.2,28 
480,T,231128,225826,48.220039N,17.338163E,130,121.2,57,985.3,28 
481,T,231128,225828,48.220383N,17.338930E,131,121.4,56,985.3,28 
482,T,231128,225830,48.220722N,17.339687E,131,120.5,56,985.3,28 
483,T,231128,225832,48.221073N,17.340425E,131,120.2,54,985.4,28 
484,T,231128,225834,48.221428N,17.341158E,131,120.2,54,985.3,28 
485,T,231128,225836,48.221786N,17.341898E,131,120.3,53,984.9,28 
486,T,231128,225838,48.222141N,17.342615E,131,120.0,53,985.4,28 
487,T,231128,225840,48.222500N,17.343325E,131,120.5,51,985.3,28 
488,T,231128,225842,48.222878N,17.344015E,131,120.5,50,985.2,28 
489,T,231128,225844,48.223263N,17.344706E,130,119.4,49,985.1,28 
490,T,231128,225846,48.223648N,17.345385E,130,118.7,49,985.1,28 
491,T,231128,225848,48.224033N,17.346054E,130,117.1,49,985.1,28 
492,T,231128,225850,48.224411N,17.346701E,130,117.0,48,985.1,28 
493,T,231128,225852,48.224796N,17.347338E,131,114.2,47,985.0,28 
494,T,231128,225854,48.225178N,17.347965E,131,113.1,47,985.1,28 
495,T,231128,225856,48.225555N,17.348579E,132,112.0,46,985.0,28 
496,T,231128,225858,48.225941N,17.349182E,132,111.3,46,985.0,28 
497,T,231128,225900,48.226315N,17.349775E,132,108.0,46,985.2,28 
498,T,231128,225902,48.226681N,17.350353E,133,105.9,46,985.1,28 
499,T,231128,225904,48.227047N,17.350933E,133,104.7,46,985.1,28 
500,T,231128,225906,48.227406N,17.351524E,135,105.3,48,985.1,28 
501,T,231128,225908,48.227753N,17.352100E,136,103.8,46,985.1,28 
502,T,231128,225910,48.228107N,17.352655E,137,103.6,46,985.1,28 
503,T,231128,225912,48.228462N,17.353207E,138,103.1,45,985.1,28 
504,T,231128,225914,48.228809N,17.353748E,138,100.2,46,985.1,28 
505,T,231128,225916,48.229153N,17.354294E,138,99.8,46,984.9,28 
506,T,231128,225918,48.229500N,17.354832E,138,99.9,46,984.9,28 
507,T,231128,225920,48.229839N,17.355375E,139,99.5,46,984.8,28 
508,T,231128,225922,48.230186N,17.355915E,138,99.9,46,984.7,28 
509,T,231128,225924,48.230534N,17.356449E,139,97.4,46,984.8,28 
510,T,231128,225926,48.230846N,17.356956E,139,91.6,47,984.9,28 
511,T,231128,225929,48.231289N,17.357677E,140,86.1,48,984.7,28 
512,T,231128,225932,48.231712N,17.358385E,141,83.8,47,984.8,28 
513,T,231128,225935,48.232079N,17.358992E,141,66.0,49,985.0,28 
514,T,231128,225938,48.232342N,17.359575E,141,62.9,63,985.0,28 
515,T,231128,225941,48.232578N,17.360176E,140,63.5,52,985.0,28 
516,T,231128,225944,48.232906N,17.360704E,138,66.3,48,984.9,28 
517,T,231128,225947,48.233261N,17.361277E,136,69.8,48,984.9,28 
518,T,231128,225950,48.233616N,17.361876E,135,73.7,49,984.8,29 
519,T,231128,225953,48.233967N,17.362516E,135,74.9,50,984.7,29 
520,T,231128,225956,48.234318N,17.363176E,135,73.1,51,984.7,29 
521,T,231128,225959,48.234600N,17.363756E,136,59.8,59,984.8,29 
522,T,231128,230003,48.234688N,17.364511E,137,52.0,94,984.6,29 
523,T,231128,230007,48.234516N,17.365282E,138,57.4,107,984.5,29 
524,T,231128,230011,48.234463N,17.366079E,139,52.7,73,984.5,29 
525,T,231128,230015,48.234760N,17.366783E,138,55.4,52,984.3,29 
526,T,231128,230019,48.235008N,17.367388E,137,42.2,69,984.1,29 
527,T,231128,230024,48.234940N,17.368076E,139,41.1,119,984.1,29 
528,T,231128,230028,48.234581N,17.368607E,141,50.7,133,984.4,29 
529,T,231128,230032,48.234165N,17.369143E,141,54.1,138,984.6,29 
530,T,231128,230036,48.233719N,17.369722E,142,60.1,135,984.7,29 
531,T,231128,230039,48.233410N,17.370213E,142,60.4,131,984.8,29 
532,T,231128,230042,48.233101N,17.370712E,142,61.3,131,984.8,29 
533,T,231128,230045,48.232796N,17.371237E,143,61.2,130,984.8,29 
534,T,231128,230048,48.232483N,17.371763E,143,61.5,133,984.9,29 
535,T,231128,230051,48.232159N,17.372313E,144,62.1,132,984.9,29 
536,T,231128,230054,48.231846N,17.372849E,145,62.2,131,985.0,29 
537,T,231128,230058,48.231472N,17.373442E,146,45.7,133,985.2,29 
538,T,231128,230223,48.231083N,17.373875E,148,5.3,140,985.3,29 
539,T,231128,230548,48.230812N,17.374401E,147,38.2,132,985.3,29 
540,T,231128,230552,48.230434N,17.374977E,146,63.4,132,985.3,29 
541,T,231128,230555,48.230068N,17.375620E,145,77.8,130,985.2,29 
542,T,231128,230558,48.229671N,17.376284E,144,79.5,132,985.3,29 
543,T,231128,230601,48.229252N,17.376978E,144,83.8,131,985.4,29 
544,T,231128,230604,48.228825N,17.377703E,143,85.4,131,985.4,29 
545,T,231128,230607,48.228405N,17.378380E,142,80.4,134,985.6,29 
546,T,231128,230610,48.227978N,17.379007E,142,77.7,137,985.6,29 
547,T,231128,230613,48.227524N,17.379576E,141,77.6,141,985.8,29 
548,T,231128,230616,48.227032N,17.380100E,141,80.3,143,985.8,29 
549,T,231128,230619,48.226532N,17.380625E,140,81.3,145,985.9,30 
550,T,231128,230622,48.226032N,17.381180E,140,81.6,141,985.9,30 
551,T,231128,230625,48.225552N,17.381781E,138,82.0,139,985.9,30 
552,T,231128,230628,48.225082N,17.382383E,137,82.4,138,986.1,30 
553,T,231128,230631,48.224663N,17.382923E,136,67.2,139,986.3,30 
554,T,231128,230634,48.224304N,17.383358E,135,58.6,141,986.5,30 
555,T,231128,230638,48.223831N,17.383886E,134,59.3,144,986.6,30 
556,T,231128,230642,48.223351N,17.384373E,132,54.9,146,986.9,30 
557,T,231128,230646,48.222958N,17.384785E,130,42.9,147,987.0,30 
558,T,231128,230653,48.222530N,17.385023E,126,20.2,164,987.3,30 
559,T,231128,230700,48.222080N,17.385431E,126,41.0,152,987.2,30 
560,T,231128,230704,48.221588N,17.385674E,127,57.5,163,987.3,30 
561,T,231128,230708,48.221020N,17.385895E,127,59.1,168,987.3,30 
562,T,231128,230711,48.220547N,17.385960E,126,62.0,178,987.4,30 
563,T,231128,230714,48.220078N,17.385941E,125,62.1,183,987.4,30 
564,T,231128,230717,48.219601N,17.385864E,125,61.8,186,987.4,30 
565,T,231128,230720,48.219116N,17.385765E,126,62.2,187,987.5,30 
566,T,231128,230723,48.218616N,17.385675E,126,64.4,186,987.5,30 
567,T,231128,230726,48.218121N,17.385588E,126,62.6,186,987.5,30 
568,T,231128,230729,48.217648N,17.385496E,127,63.9,187,987.5,30 
569,T,231128,230732,48.217194N,17.385395E,127,59.3,189,987.5,30 
570,T,231128,230736,48.216682N,17.385235E,128,48.6,201,987.6,30 
571,T,231128,230741,48.216358N,17.384665E,130,45.3,241,987.5,30 
572,T,231128,230745,48.216129N,17.384056E,130,43.8,235,987.4,30 
573,T,231128,230750,48.215652N,17.383751E,131,49.6,171,987.7,30 
574,T,231128,230754,48.215157N,17.384022E,129,55.0,157,987.7,30 
575,T,231128,230758,48.214687N,17.384377E,127,49.2,159,987.8,30 
576,T,231128,230805,48.214226N,17.384464E,126,17.6,199,987.9,30 
577,T,231128,230813,48.213860N,17.383863E,126,36.9,234,987.7,30 
578,T,231128,230818,48.213509N,17.383215E,125,43.2,233,987.7,30 
579,T,231128,230823,48.213219N,17.382509E,124,41.5,241,987.8,30 
580,T,231128,230827,48.213036N,17.381887E,124,45.0,248,987.8,30 
581,T,231128,230831,48.212872N,17.381212E,124,48.7,251,987.7,30 
582,T,231128,230835,48.212753N,17.380436E,124,54.9,260,987.6,30 
583,T,231128,230839,48.212669N,17.379536E,124,62.6,260,987.5,30 
584,T,231128,230842,48.212589N,17.378782E,124,67.4,260,987.4,30 
585,T,231128,230845,48.212513N,17.377975E,124,71.3,261,987.3,30 
586,T,231128,230848,48.212433N,17.377146E,123,73.2,261,987.3,30 
587,T,231128,230851,48.212349N,17.376289E,123,73.7,260,987.3,30 
588,T,231128,230854,48.212254N,17.375410E,124,75.6,260,987.3,30 
589,T,231128,230857,48.212151N,17.374548E,124,75.1,259,987.3,30 
590,T,231128,230900,48.212006N,17.373728E,123,76.0,254,987.3,30 
591,T,231128,230903,48.211792N,17.372953E,123,74.6,248,987.3,30 
592,T,231128,230906,48.211498N,17.372175E,123,76.8,242,987.3,30 
593,T,231128,230909,48.211197N,17.371428E,121,76.7,239,987.3,30 
594,T,231128,230912,48.210903N,17.370708E,121,74.1,239,987.3,30 
595,T,231128,230915,48.210629N,17.370012E,121,69.6,239,987.3,30 
596,T,231128,230918,48.210388N,17.369404E,121,57.7,239,987.5,30 
597,T,231128,230922,48.210136N,17.368782E,122,46.6,239,987.5,30 
598,T,231128,230926,48.209896N,17.368181E,123,47.6,239,987.5,30 
599,T,231128,230930,48.209648N,17.367563E,124,49.2,239,987.6,30 
600,T,231128,230934,48.209396N,17.366940E,125,48.5,239,987.6,30 
601,T,231128,230938,48.209152N,17.366323E,126,48.7,239,987.6,30 
602,T,231128,230942,48.208897N,17.365707E,128,48.1,237,987.6,30 
603,T,231128,230946,48.208664N,17.365108E,129,47.7,239,987.6,30 
604,T,231128,230950,48.208439N,17.364475E,130,48.8,240,987.6,30 
605,T,231128,230954,48.208199N,17.363829E,131,48.5,242,987.6,30 
606,T,231128,230958,48.207985N,17.363165E,131,50.6,243,987.6,30 
607,T,231128,231002,48.207767N,17.362495E,131,48.6,245,987.6,30 
608,T,231128,231007,48.207554N,17.361771E,131,35.4,243,987.7,30 
609,T,231128,231015,48.207176N,17.361601E,132,34.1,166,987.8,30 
610,T,231128,231020,48.206741N,17.361856E,132,37.9,162,987.8,30 
611,T,231128,231026,48.206284N,17.362106E,134,28.9,167,987.8,30 
612,T,231128,231039,48.205776N,17.362335E,136,34.4,160,987.7,30 
613,T,231128,231045,48.205273N,17.362577E,136,33.9,160,987.8,30 
614,T,231128,231050,48.204739N,17.362871E,133,53.0,159,987.7,30 
615,T,231128,231054,48.204197N,17.363159E,133,59.1,159,987.7,30 
616,T,231128,231057,48.203754N,17.363401E,133,62.5,159,987.6,30 
617,T,231128,231100,48.203289N,17.363661E,133,67.5,159,987.7,30 
618,T,231128,231103,48.202805N,17.363928E,133,69.5,159,987.6,30 
619,T,231128,231106,48.202320N,17.364189E,131,67.0,159,987.6,30 
620,T,231128,231109,48.201824N,17.364445E,130,70.3,160,987.6,30 
621,T,231128,231112,48.201336N,17.364708E,129,69.6,159,987.6,30 
622,T,231128,231115,48.200848N,17.364973E,129,68.6,159,987.6,30 
623,T,231128,231118,48.200367N,17.365225E,128,65.8,160,987.7,30 
624,T,231128,231121,48.199890N,17.365477E,127,68.2,160,987.6,30 
625,T,231128,231124,48.199409N,17.365740E,127,67.9,159,987.6,30 
626,T,231128,231127,48.198933N,17.366001E,127,68.1,159,987.6,30 
627,T,231128,231130,48.198460N,17.366261E,127,68.2,159,987.7,30 
628,T,231128,231133,48.198006N,17.366499E,126,62.8,159,987.7,30 
629,T,231128,231137,48.197445N,17.366695E,125,53.8,177,987.7,30 
630,T,231128,231141,48.196938N,17.366570E,125,52.0,195,987.8,30 
631,T,231128,231145,48.196465N,17.366283E,125,50.4,204,987.8,30 
632,T,231128,231149,48.196018N,17.365969E,125,47.6,204,987.8,30 
633,T,231128,231153,48.195572N,17.365660E,124,46.8,204,987.8,30 
634,T,231128,231157,48.195129N,17.365341E,123,46.6,205,987.7,30 
635,T,231128,231202,48.194626N,17.364998E,124,45.5,204,987.7,30 
636,T,231128,231207,48.194122N,17.364674E,126,44.0,202,987.7,30 
637,T,231128,231211,48.193710N,17.364376E,126,45.8,205,987.7,30 
638,T,231128,231215,48.193302N,17.364084E,126,43.5,205,987.7,30 
639,T,231128,231220,48.192829N,17.363745E,126,40.0,204,987.7,30 
640,T,231128,231225,48.192356N,17.363457E,127,41.6,199,987.7,31 
641,T,231128,231230,48.191853N,17.363256E,128,43.8,195,987.7,31 
642,T,231128,231235,48.191429N,17.362823E,127,43.4,231,987.7,31 
643,T,231128,231240,48.191090N,17.362200E,128,42.5,228,987.7,31 
644,T,231128,231245,48.190742N,17.361591E,130,41.6,227,987.7,31 
645,T,231128,231250,48.190365N,17.361078E,130,41.0,215,987.8,31 
646,T,231128,231255,48.189953N,17.360590E,130,42.1,223,987.7,31 
647,T,231128,231300,48.189583N,17.359989E,131,45.3,231,987.7,31 
648,T,231128,231304,48.189281N,17.359451E,130,40.5,226,987.7,31 
649,T,231128,231309,48.188881N,17.359110E,130,39.8,198,987.7,31 
650,T,231128,231314,48.188374N,17.358791E,130,45.0,205,987.8,31 
651,T,231128,231318,48.187965N,17.358509E,131,44.3,205,987.7,31 
652,T,231128,231323,48.187462N,17.358160E,131,44.7,203,987.7,31 
653,T,231128,231328,48.186993N,17.357857E,131,42.4,207,987.7,31 
654,T,231128,231333,48.186535N,17.357485E,132,42.6,209,987.7,31 
655,T,231128,231338,48.186081N,17.357063E,132,43.7,211,987.8,31 
656,T,231128,231342,48.185684N,17.356709E,132,47.4,209,987.7,31 
657,T,231128,231346,48.185253N,17.356289E,131,49.3,213,987.7,31 
658,T,231128,231350,48.184826N,17.355885E,131,48.1,211,987.7,31 
659,T,231128,231354,48.184399N,17.355516E,132,46.6,206,987.7,31 
660,T,231128,231358,48.183979N,17.355165E,132,47.0,207,987.7,31 
661,T,231128,231402,48.183548N,17.354836E,132,47.4,206,987.6,31 
662,T,231128,231406,48.183102N,17.354519E,133,49.8,203,987.7,31 
663,T,231128,231410,48.182652N,17.354219E,135,49.9,204,987.7,31 
664,T,231128,231414,48.182194N,17.353907E,136,49.5,204,987.7,31 
665,T,231128,231418,48.181721N,17.353634E,136,49.2,197,987.8,31 
666,T,231128,231422,48.181259N,17.353506E,135,43.1,186,987.9,31 
667,T,231128,231427,48.180801N,17.353531E,134,36.0,174,987.9,31 
668,T,231128,231433,48.180305N,17.353542E,136,28.2,176,987.8,31 
669,T,231128,231442,48.179890N,17.353245E,137,23.8,247,987.7,31 
670,T,231128,231448,48.179832N,17.352524E,137,34.4,264,987.6,31 
671,T,231128,231453,48.179764N,17.351809E,134,36.2,259,987.6,31 
672,T,231128,231459,48.179539N,17.351128E,134,29.0,215,987.7,31 
673,T,231128,231504,48.179104N,17.351061E,136,39.3,175,987.7,31 
674,T,231128,231509,48.178608N,17.351095E,137,40.7,176,987.8,31 
675,T,231128,231514,48.178055N,17.351124E,139,45.3,178,987.9,31 
676,T,231128,231519,48.177498N,17.351103E,140,45.4,180,987.9,31 
677,T,231128,231523,48.177029N,17.351130E,140,47.4,177,987.8,31 
678,T,231128,231527,48.176571N,17.351170E,140,45.2,177,987.9,31 
679,T,231128,231532,48.176044N,17.351219E,141,41.2,177,988.0,31 
680,T,231128,231542,48.175652N,17.350996E,141,13.8,243,987.9,31 
681,T,231128,231550,48.175861N,17.350285E,141,35.9,289,987.8,31 
682,T,231128,231555,48.176010N,17.349524E,141,43.4,284,987.8,31 
683,T,231128,231559,48.176136N,17.348850E,141,45.6,284,987.8,31 
684,T,231128,231603,48.176273N,17.348158E,141,44.1,286,987.9,31 
685,T,231128,231607,48.176399N,17.347498E,142,43.0,287,987.8,31 
686,T,231128,231612,48.176559N,17.346731E,142,40.9,287,987.9,31 
687,T,231128,231617,48.176720N,17.345945E,142,46.2,285,987.8,31 
688,T,231128,231621,48.176868N,17.345217E,143,52.9,287,987.7,31 
689,T,231128,231625,48.177032N,17.344408E,142,57.5,285,987.6,31 
690,T,231128,231628,48.177177N,17.343761E,142,61.1,288,987.7,31 
691,T,231128,231631,48.177341N,17.343100E,142,61.5,289,987.7,31 
692,T,231128,231634,48.177521N,17.342413E,141,65.6,290,987.6,31 
693,T,231128,231637,48.177700N,17.341703E,140,66.8,290,987.7,31 
694,T,231128,231640,48.177879N,17.341003E,139,65.1,290,987.7,31 
695,T,231128,231643,48.178074N,17.340338E,138,61.6,289,987.7,31 
696,T,231128,231646,48.178249N,17.339674E,134,61.0,290,987.5,31 
697,T,231128,231649,48.178421N,17.338961E,133,68.2,289,987.6,31 
698,T,231128,231652,48.178604N,17.338219E,132,70.8,290,987.6,31 
699,T,231128,231655,48.178772N,17.337490E,131,63.9,288,987.7,31 
700,T,231128,231659,48.178974N,17.336683E,131,58.2,291,987.6,31 
701,T,231128,231702,48.179165N,17.336037E,130,65.2,295,987.6,31 
702,T,231128,231705,48.179386N,17.335361E,129,68.1,297,987.6,31 
703,T,231128,231708,48.179623N,17.334679E,129,68.4,297,987.6,31 
704,T,231128,231711,48.179852N,17.334003E,128,67.3,296,987.6,31 
705,T,231128,231714,48.180092N,17.333319E,128,70.1,296,987.6,31 
706,T,231128,231717,48.180328N,17.332609E,127,70.1,296,987.6,31 
707,T,231128,231720,48.180561N,17.331903E,126,70.5,297,987.6,31 
708,T,231128,231723,48.180801N,17.331192E,126,71.0,296,987.6,31 
709,T,231128,231726,48.181053N,17.330467E,126,73.5,296,987.6,31 
710,T,231128,231729,48.181301N,17.329723E,126,73.4,296,987.7,31 
711,T,231128,231732,48.181549N,17.329004E,126,71.0,297,987.6,31 
712,T,231128,231735,48.181793N,17.328285E,126,71.4,296,987.6,31 
713,T,231128,231738,48.182037N,17.327579E,126,70.1,296,987.6,31 
714,T,231128,231741,48.182285N,17.326860E,126,70.5,296,987.5,31 
715,T,231128,231744,48.182526N,17.326143E,126,71.0,296,987.5,31 
716,T,231128,231747,48.182751N,17.325453E,126,67.7,296,987.6,31 
717,T,231128,231750,48.182987N,17.324778E,127,67.4,297,987.6,31 
718,T,231128,231753,48.183224N,17.324093E,126,69.3,296,987.6,31 
719,T,231128,231756,48.183460N,17.323402E,126,70.1,297,987.6,31 
720,T,231128,231759,48.183701N,17.322695E,127,70.8,296,987.5,31 
721,T,231128,231802,48.183941N,17.321974E,128,73.3,296,987.4,31 
722,T,231128,231805,48.184181N,17.321251E,129,73.2,297,987.4,31 
723,T,231128,231808,48.184422N,17.320539E,129,71.5,296,987.4,31 
724,T,231128,231811,48.184654N,17.319828E,130,71.0,295,987.5,31 
725,T,231128,231814,48.184910N,17.319084E,130,74.4,296,987.6,31 
726,T,231128,231817,48.185162N,17.318336E,130,75.0,296,987.5,31 
727,T,231128,231820,48.185417N,17.317596E,130,72.7,296,987.4,31 
728,T,231128,231823,48.185665N,17.316860E,130,72.4,296,987.4,31 
729,T,231128,231826,48.185913N,17.316133E,130,73.0,296,987.4,31 
730,T,231128,231829,48.186161N,17.315384E,130,75.5,295,987.4,31 
731,T,231128,231832,48.186413N,17.314625E,130,74.7,297,987.3,31 
732,T,231128,231835,48.186668N,17.313881E,130,74.1,296,987.3,31 
733,T,231128,231838,48.186920N,17.313145E,130,72.9,296,987.4,31 
734,T,231128,231841,48.187168N,17.312424E,131,70.8,297,987.4,31 
735,T,231128,231844,48.187412N,17.311724E,131,70.1,297,987.3,31 
736,T,231128,231847,48.187656N,17.311033E,130,70.5,297,987.4,31 
737,T,231128,231850,48.187889N,17.310333E,130,70.3,296,987.3,31 
738,T,231128,231853,48.188122N,17.309649E,129,70.0,297,987.4,31 
739,T,231128,231856,48.188351N,17.308975E,129,68.1,296,987.3,31 
740,T,231128,231859,48.188572N,17.308285E,130,67.8,296,987.4,31 
741,T,231128,231902,48.188793N,17.307623E,130,65.7,297,987.4,31 
742,T,231128,231905,48.189007N,17.306971E,130,65.0,294,987.5,31 
743,T,231128,231908,48.189220N,17.306307E,130,65.0,296,987.5,31 
744,T,231128,231911,48.189442N,17.305647E,129,65.7,296,987.6,31 
745,T,231128,231914,48.189636N,17.305025E,129,61.3,296,987.5,31 
746,T,231128,231918,48.189903N,17.304279E,129,51.6,299,987.7,31 
747,T,231128,231922,48.190144N,17.303619E,129,48.3,296,987.6,31 
748,T,231128,231926,48.190380N,17.302904E,130,54.8,296,987.6,31 
749,T,231128,231930,48.190628N,17.302172E,129,55.6,297,987.6,31 
750,T,231128,231934,48.190865N,17.301447E,129,55.3,296,987.5,31 
